2024-04-01 16:13:33.1595 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I729A5KR4" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-01 16:34:39.5253 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-01 16:34:39.5253 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method Logging.Controllers.CLStationary.DeleteItem (Logging) with arguments (2)
2024-04-01 16:35:03.1505 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-01 16:35:03.1505 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-01 16:35:03.1505 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-01 16:35:03.1505 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-01 16:35:03.1505 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-01 16:35:03.1505 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-01 16:35:03.1505 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Before executing action result Microsoft.AspNetCore.Mvc.OkObjectResult.
2024-04-01 16:35:16.7370 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7DPJQO3T" sending HEADERS frame for stream ID 1 with length 80 and flags END_HEADERS.
2024-04-01 16:35:16.7370 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7DPJQO3T" sending DATA frame for stream ID 1 with length 151 and flags NONE.
2024-04-01 16:35:16.7370 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | After executing action result Microsoft.AspNetCore.Mvc.OkObjectResult.
2024-04-01 16:35:16.7370 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-01 16:35:16.7370 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-04-01 16:35:16.7370 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7DPJQO3T" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-01 16:35:16.7370 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7DPJQO3T" received WINDOW_UPDATE frame for stream ID 1 with length 4 and flags 0x0.
2024-04-01 16:35:16.7470 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7DPJQO3T" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM.
2024-04-01 16:36:35.3487 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-01 16:36:35.4646 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-01 16:36:35.4646 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" received SETTINGS frame for stream ID 0 with length 24 and flags NONE.
2024-04-01 16:36:35.4646 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-01 16:36:35.4646 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-01 16:36:35.4646 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" received HEADERS frame for stream ID 1 with length 454 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-01 16:36:35.5810 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" received SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-01 16:36:35.6763 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-01 16:36:36.2123 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS.
2024-04-01 16:36:36.8976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-01 16:36:36.8976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-01 16:36:36.8976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-01 16:36:36.8976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-01 16:36:36.8976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 1 with length 989 and flags NONE.
2024-04-01 16:36:36.8976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 1 with length 65 and flags NONE.
2024-04-01 16:36:36.8976 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 1 with length 16 and flags NONE.
2024-04-01 16:36:36.9241 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM.
2024-04-01 16:36:38.1823 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" received HEADERS frame for stream ID 3 with length 109 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-01 16:36:38.1880 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" received HEADERS frame for stream ID 5 with length 57 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-01 16:36:38.1880 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-01 16:36:38.2806 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-01 16:36:38.2806 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending HEADERS frame for stream ID 3 with length 90 and flags END_HEADERS.
2024-04-01 16:36:38.2806 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 3 with length 11984 and flags NONE.
2024-04-01 16:36:38.2806 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM.
2024-04-01 16:36:38.5792 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending HEADERS frame for stream ID 5 with length 149 and flags END_HEADERS.
2024-04-01 16:36:38.5792 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 9986 and flags NONE.
2024-04-01 16:36:38.5792 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.5792 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.5792 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.5792 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.5792 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.5792 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.5792 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.5792 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.5792 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.5792 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.5792 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8804 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-01 16:36:38.8874 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 9517 and flags NONE.
2024-04-01 16:36:38.9025 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM.
2024-04-01 16:36:39.1126 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" received HEADERS frame for stream ID 7 with length 66 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-01 16:36:39.1280 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-01 16:36:39.6390 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending HEADERS frame for stream ID 7 with length 35 and flags END_HEADERS.
2024-04-01 16:36:39.6390 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 7 with length 3062 and flags NONE.
2024-04-01 16:36:39.6390 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UK" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM.
2024-04-01 16:36:54.6968 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UL" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-01 16:36:54.6968 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UL" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-01 16:36:54.6968 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UL" received SETTINGS frame for stream ID 0 with length 24 and flags NONE.
2024-04-01 16:36:54.6968 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UL" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-01 16:36:54.6968 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UL" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-01 16:36:54.6968 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UL" received HEADERS frame for stream ID 1 with length 392 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-01 16:36:54.7543 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-01 16:36:54.7543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2I7F4R94UL" received SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-01 16:36:55.3128 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-01 16:36:55.3128 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-01 16:36:55.3128 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-01 16:36:55.3128 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-01 16:36:55.3258 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method Logging.Controllers.CLStationary.DeleteItem (Logging) with arguments (2)
2024-04-01 16:37:17.7507 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-01 16:37:17.7507 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-01 16:37:17.7507 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-01 16:37:17.7507 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-01 16:37:17.7507 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
