2024-04-03 09:45:04.6481 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIIGER6VH" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-03 09:53:08.0456 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUI" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 09:53:08.0456 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUI" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 09:53:08.0456 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUI" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 09:53:08.0456 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUI" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 09:53:08.0456 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUI" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-03 09:53:08.0456 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUI" sending DATA frame for stream ID 5 with length 9517 and flags NONE.
2024-04-03 09:53:08.0456 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUI" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM.
2024-04-03 09:53:08.1890 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUI" received HEADERS frame for stream ID 7 with length 66 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-03 09:53:08.1890 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-03 09:53:08.3491 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUI" sending HEADERS frame for stream ID 7 with length 65 and flags END_HEADERS.
2024-04-03 09:53:08.3491 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUI" sending DATA frame for stream ID 7 with length 3062 and flags NONE.
2024-04-03 09:53:08.3491 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUI" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM.
2024-04-03 09:53:13.7944 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-03 09:53:13.7944 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-03 09:53:13.7944 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" received SETTINGS frame for stream ID 0 with length 24 and flags NONE.
2024-04-03 09:53:13.7944 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-03 09:53:13.7944 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-03 09:53:13.7944 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" received HEADERS frame for stream ID 1 with length 392 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-03 09:53:13.7944 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" received SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-03 09:53:13.8040 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-03 09:53:34.9029 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" sending HEADERS frame for stream ID 1 with length 68 and flags END_HEADERS.
2024-04-03 09:53:34.9029 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" sending DATA frame for stream ID 1 with length 2983 and flags NONE.
2024-04-03 09:53:34.9029 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM.
2024-04-03 09:53:34.9029 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-03 09:53:47.0798 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" received HEADERS frame for stream ID 3 with length 53 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-03 09:53:47.0798 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" received PING frame for stream ID 0 with length 8 and flags NONE.
2024-04-03 09:53:47.0798 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" sending PING frame for stream ID 0 with length 8 and flags ACK.
2024-04-03 09:53:47.0798 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-03 09:54:07.8219 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" sending HEADERS frame for stream ID 3 with length 34 and flags END_HEADERS.
2024-04-03 09:54:07.8219 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" sending DATA frame for stream ID 3 with length 2983 and flags NONE.
2024-04-03 09:54:07.8219 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM.
2024-04-03 09:54:07.8219 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIN12FVUJ" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-03 09:55:49.9220 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685S" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-03 09:55:49.9335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685S" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-03 09:55:49.9335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685S" received SETTINGS frame for stream ID 0 with length 24 and flags NONE.
2024-04-03 09:55:49.9335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685S" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-03 09:55:49.9335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685S" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-03 09:55:49.9335 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685S" received HEADERS frame for stream ID 1 with length 454 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-03 09:55:49.9916 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685S" received SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-03 09:55:50.2105 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-03 09:55:51.9983 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685S" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS.
2024-04-03 09:55:52.7513 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685S" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-03 09:55:52.7513 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685S" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-03 09:55:52.7513 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685S" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-03 09:55:52.7513 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685S" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-04-03 09:55:52.7513 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685S" sending DATA frame for stream ID 1 with length 989 and flags NONE.
2024-04-03 09:55:52.7513 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685S" sending DATA frame for stream ID 1 with length 65 and flags NONE.
2024-04-03 09:55:52.7513 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685S" sending DATA frame for stream ID 1 with length 16 and flags NONE.
2024-04-03 09:55:52.7729 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685S" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM.
2024-04-03 09:55:53.4635 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-03 09:55:54.0505 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-03 09:55:54.0505 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" received SETTINGS frame for stream ID 0 with length 24 and flags NONE.
2024-04-03 09:55:54.0505 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-03 09:55:54.0505 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-03 09:55:54.0505 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" received HEADERS frame for stream ID 1 with length 369 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-03 09:55:54.1240 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" received HEADERS frame for stream ID 3 with length 57 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-03 09:55:54.1240 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-03 09:55:54.1240 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-03 09:55:54.1454 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" received SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-03 09:55:54.1576 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending HEADERS frame for stream ID 1 with length 98 and flags END_HEADERS.
2024-04-03 09:55:54.1576 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 1 with length 11984 and flags NONE.
2024-04-03 09:55:54.1678 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM.
2024-04-03 09:55:54.1927 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending HEADERS frame for stream ID 3 with length 119 and flags END_HEADERS.
2024-04-03 09:55:54.1927 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 9986 and flags NONE.
2024-04-03 09:55:54.1927 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.1927 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.1927 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.1927 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.1927 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.1927 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2051 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2346 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2346 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2346 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2346 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2346 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2346 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2346 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2346 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2346 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2346 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2346 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2346 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2346 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2588 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2588 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2588 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2588 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2588 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2588 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.2588 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.3410 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.3410 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.3548 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.3548 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.3548 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.3548 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.3548 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.3548 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4027 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4027 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4027 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4027 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4027 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4027 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4027 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4027 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4027 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4027 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4027 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4265 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4265 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4265 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4265 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4265 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4265 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4265 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4265 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4265 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4265 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4265 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4265 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4265 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4265 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4265 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 10240 and flags NONE.
2024-04-03 09:55:54.4265 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 9517 and flags NONE.
2024-04-03 09:55:54.4265 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM.
2024-04-03 09:55:54.5493 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" received HEADERS frame for stream ID 5 with length 66 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-03 09:55:54.5493 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-03 09:55:54.8399 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending HEADERS frame for stream ID 5 with length 35 and flags END_HEADERS.
2024-04-03 09:55:54.8399 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 5 with length 3062 and flags NONE.
2024-04-03 09:55:54.8399 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685T" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM.
2024-04-03 09:56:12.5128 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685U" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-03 09:56:12.5128 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN2JIOGT685U" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
