2024-04-29 11:02:27.8854 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN381MVUDA4S" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-29 11:47:44.2359 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 1 with length 16 and flags NONE.
2024-04-29 11:47:44.2543 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM.
2024-04-29 11:47:45.6179 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" received HEADERS frame for stream ID 3 with length 109 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-29 11:47:45.6223 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" received HEADERS frame for stream ID 5 with length 57 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-29 11:47:45.6223 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-29 11:47:45.6223 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-29 11:47:45.6457 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending HEADERS frame for stream ID 3 with length 90 and flags END_HEADERS.
2024-04-29 11:47:45.6457 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 3 with length 11990 and flags NONE.
2024-04-29 11:47:45.6457 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending HEADERS frame for stream ID 5 with length 149 and flags END_HEADERS.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 9986 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7261 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.7310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8374 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8374 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8374 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8374 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8374 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8374 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8374 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8374 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8374 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 9517 and flags NONE.
2024-04-29 11:47:45.8395 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM.
2024-04-29 11:47:45.9811 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" received HEADERS frame for stream ID 7 with length 66 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-29 11:47:45.9811 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-29 11:47:46.4868 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending HEADERS frame for stream ID 7 with length 35 and flags END_HEADERS.
2024-04-29 11:47:46.4868 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 7 with length 13177 and flags NONE.
2024-04-29 11:47:46.4868 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO88" sending DATA frame for stream ID 7 with length 0 and flags END_STREAM.
2024-04-29 11:48:16.8164 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-04-29 11:48:16.8164 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-29 11:48:16.8164 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" received SETTINGS frame for stream ID 0 with length 24 and flags NONE.
2024-04-29 11:48:16.8164 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-29 11:48:16.8164 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-29 11:48:16.8164 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" received HEADERS frame for stream ID 1 with length 372 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-29 11:48:16.8164 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-29 11:48:16.8164 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" received SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-04-29 11:48:16.9050 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Authorization Filter: Before executing OnAuthorization on filter BillingAPI.Filters.AuthenticationFilter.
2024-04-29 11:48:42.8770 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Authorization Filter: After executing OnAuthorization on filter BillingAPI.Filters.AuthenticationFilter.
2024-04-29 11:48:42.8770 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Authorization Filter: Before executing OnAuthorization on filter BillingAPI.Filters.AuthorizationFilter.
2024-04-29 11:49:05.5310 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" received HEADERS frame for stream ID 3 with length 184 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-29 11:49:07.6637 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" received PING frame for stream ID 0 with length 8 and flags NONE.
2024-04-29 11:49:07.6637 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending PING frame for stream ID 0 with length 8 and flags ACK.
2024-04-29 11:49:07.6637 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-29 11:49:08.0633 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending HEADERS frame for stream ID 3 with length 66 and flags END_HEADERS.
2024-04-29 11:49:08.1278 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" received RST_STREAM frame for stream ID 1 with length 4 and flags 0x0.
2024-04-29 11:49:16.3385 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Authorization Filter: After executing OnAuthorization on filter BillingAPI.Filters.AuthorizationFilter.
2024-04-29 11:49:16.3790 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-29 11:49:16.3790 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-04-29 11:49:16.3790 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-29 11:49:16.3790 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-04-29 11:49:16.4068 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 3 with length 1024 and flags NONE.
2024-04-29 11:49:16.4068 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 3 with length 1024 and flags NONE.
2024-04-29 11:49:16.4068 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 3 with length 1024 and flags NONE.
2024-04-29 11:49:16.4068 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 3 with length 1024 and flags NONE.
2024-04-29 11:49:16.4068 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 3 with length 992 and flags NONE.
2024-04-29 11:49:16.4068 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 3 with length 65 and flags NONE.
2024-04-29 11:49:16.4068 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 3 with length 16 and flags NONE.
2024-04-29 11:49:16.4068 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM.
2024-04-29 11:49:16.4068 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-04-29 11:49:16.4068 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" received WINDOW_UPDATE frame for stream ID 3 with length 4 and flags 0x0.
2024-04-29 11:49:16.4212 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" received HEADERS frame for stream ID 5 with length 64 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-29 11:49:16.4212 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-29 11:49:16.4212 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending HEADERS frame for stream ID 5 with length 90 and flags END_HEADERS.
2024-04-29 11:49:16.4212 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 5 with length 11990 and flags NONE.
2024-04-29 11:49:16.4212 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM.
2024-04-29 11:49:16.4212 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" received HEADERS frame for stream ID 7 with length 57 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-04-29 11:49:16.4212 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending HEADERS frame for stream ID 7 with length 119 and flags END_HEADERS.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 9986 and flags NONE.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 10240 and flags NONE.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 10240 and flags NONE.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 10240 and flags NONE.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 10240 and flags NONE.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 10240 and flags NONE.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 10240 and flags NONE.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 10240 and flags NONE.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 10240 and flags NONE.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 10240 and flags NONE.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 10240 and flags NONE.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 10240 and flags NONE.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 10240 and flags NONE.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 10240 and flags NONE.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 10240 and flags NONE.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 10240 and flags NONE.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 10240 and flags NONE.
2024-04-29 11:49:16.4357 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN382G92RO89" sending DATA frame for stream ID 7 with length 10240 and flags NONE.
