2024-06-07 10:32:25.4403 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46LS28Q1EO" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-06-07 10:50:01.5358 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-06-07 10:50:01.5562 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method BillingAPI.Controllers.CLLogin.GenerateToken (BillingAPI) with arguments (krinsi, 123)
2024-06-07 10:50:04.4457 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-06-07 10:50:04.4457 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-06-07 10:50:04.4457 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-06-07 10:50:04.4457 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-06-07 10:50:04.4457 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-06-07 10:50:04.4457 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-06-07 10:50:04.4457 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Before executing action result Microsoft.AspNetCore.Mvc.OkObjectResult.
2024-06-07 10:50:04.4560 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M5NCOIOB" sending HEADERS frame for stream ID 1 with length 68 and flags END_HEADERS.
2024-06-07 10:50:04.4560 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M5NCOIOB" sending DATA frame for stream ID 1 with length 197 and flags NONE.
2024-06-07 10:50:04.4560 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | After executing action result Microsoft.AspNetCore.Mvc.OkObjectResult.
2024-06-07 10:50:04.4560 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: Before executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-06-07 10:50:04.4560 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Result Filter: After executing OnResultExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter.
2024-06-07 10:50:04.4560 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M5NCOIOB" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM.
2024-06-07 10:50:12.4634 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M5NCOIOB" sending GOAWAY frame for stream ID 0 with length 8 and flags 0x0.
2024-06-07 10:50:33.6314 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M5NCOIOC" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-06-07 10:50:33.6314 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M5NCOIOC" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-06-07 10:50:33.6314 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M5NCOIOC" received SETTINGS frame for stream ID 0 with length 24 and flags NONE.
2024-06-07 10:50:33.6314 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M5NCOIOC" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-06-07 10:50:33.6314 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M5NCOIOC" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-06-07 10:50:33.6314 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M5NCOIOC" received HEADERS frame for stream ID 1 with length 587 and flags END_HEADERS, PRIORITY.
2024-06-07 10:50:33.6314 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M5NCOIOC" received DATA frame for stream ID 1 with length 56 and flags END_STREAM.
2024-06-07 10:50:33.6314 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-06-07 10:50:33.6521 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M5NCOIOC" received SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-06-07 10:50:33.7562 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-06-07 10:50:33.7562 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-06-07 10:50:33.7562 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-06-07 10:50:33.7562 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuting on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-06-07 10:50:33.7562 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Executing action method BillingAPI.Controllers.CLPRO01Controller.AddProduct (BillingAPI) with arguments (BillingAPI.Models.POCO.DTOPRO01)
2024-06-07 10:51:26.6329 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-06-07 10:51:26.6329 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.Infrastructure.ModelStateInvalidFilter.
2024-06-07 10:51:26.6329 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: Before executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-06-07 10:51:26.6329 | TRACE | Microsoft.AspNetCore.Mvc.Infrastructure.ControllerActionInvoker | Action Filter: After executing OnActionExecuted on filter Microsoft.AspNetCore.Mvc.ModelBinding.UnsupportedContentTypeFilter.
2024-06-07 10:51:27.1645 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M5NCOIOC" sending HEADERS frame for stream ID 1 with length 68 and flags END_HEADERS.
2024-06-07 10:51:27.1645 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M5NCOIOC" sending DATA frame for stream ID 1 with length 4087 and flags NONE.
2024-06-07 10:51:27.1645 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M5NCOIOC" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM.
2024-06-07 10:51:27.1645 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M5NCOIOC" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-06-07 10:54:07.7431 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending SETTINGS frame for stream ID 0 with length 18 and flags NONE.
2024-06-07 10:54:07.7431 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-06-07 10:54:07.7431 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" received SETTINGS frame for stream ID 0 with length 24 and flags NONE.
2024-06-07 10:54:07.7431 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-06-07 10:54:07.7431 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" received WINDOW_UPDATE frame for stream ID 0 with length 4 and flags 0x0.
2024-06-07 10:54:07.7431 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" received HEADERS frame for stream ID 1 with length 469 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-06-07 10:54:07.7828 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" received SETTINGS frame for stream ID 0 with length 0 and flags ACK.
2024-06-07 10:54:07.8430 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-06-07 10:54:08.1952 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending HEADERS frame for stream ID 1 with length 66 and flags END_HEADERS.
2024-06-07 10:54:08.4172 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-06-07 10:54:08.4172 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-06-07 10:54:08.4172 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-06-07 10:54:08.4172 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 1 with length 1024 and flags NONE.
2024-06-07 10:54:08.4172 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 1 with length 992 and flags NONE.
2024-06-07 10:54:08.4172 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 1 with length 65 and flags NONE.
2024-06-07 10:54:08.4172 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 1 with length 16 and flags NONE.
2024-06-07 10:54:08.4358 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 1 with length 0 and flags END_STREAM.
2024-06-07 10:54:09.1107 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" received HEADERS frame for stream ID 3 with length 115 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-06-07 10:54:09.1229 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" received HEADERS frame for stream ID 5 with length 57 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-06-07 10:54:09.1229 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-06-07 10:54:09.1229 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-06-07 10:54:09.1229 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending HEADERS frame for stream ID 3 with length 90 and flags END_HEADERS.
2024-06-07 10:54:09.1229 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 3 with length 11990 and flags NONE.
2024-06-07 10:54:09.1444 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 3 with length 0 and flags END_STREAM.
2024-06-07 10:54:09.1649 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending HEADERS frame for stream ID 5 with length 119 and flags END_HEADERS.
2024-06-07 10:54:09.1649 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 9986 and flags NONE.
2024-06-07 10:54:09.1649 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1649 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1649 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1649 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1649 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1649 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1933 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1933 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1933 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1933 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 10240 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 9517 and flags NONE.
2024-06-07 10:54:09.1937 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending DATA frame for stream ID 5 with length 0 and flags END_STREAM.
2024-06-07 10:54:09.3038 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" received HEADERS frame for stream ID 7 with length 74 and flags END_STREAM, END_HEADERS, PRIORITY.
2024-06-07 10:54:09.3038 | TRACE | Microsoft.AspNetCore.HostFiltering.HostFilteringMiddleware | All hosts are allowed.
2024-06-07 10:54:09.7300 | TRACE | Microsoft.AspNetCore.Server.Kestrel.Http2 | Connection id "0HN46M86JC2MA" sending HEADERS frame for stream ID 7 with length 35 and flags END_HEADERS.
